trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,key_resp.started,key_resp.keys,key_resp.rt,Cross.started,text_3.started,ModulatedTone.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,32.01359830000001,32.01359830000001,space,336.25404010000057,,,,elpida,test1,2023-10-11_14h17.42.923,ASSR2,2022.2.5,59.97030270425048,
,,,,,,,,,,,,368.3443386000072,368.3443386000072,370.79473856000476,,,,,,,
