trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,key_resp.started,key_resp.keys,key_resp.rt,Cross.started,text_3.started,ModulatedTone.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,252.93923089990858,252.93923089990858,space,145.2419637000421,,,,Levi,001,2023-10-03_15h48.36.348,ASSR2,2022.2.5,60.24216146116953,
,,,,,,,,,,,,398.30258669995237,398.30258669995237,400.6981909899856,,,,,,,
